job_id,job_title,company_size,location,state,experience_level,remote_type,salary_min,salary_max,salary_avg,posted_date,requires_sql,requires_python,requires_tableau,requires_excel
JOB_00082,Data Analyst,Large (1000-5000),CA,CA,Mid,Remote,93000,113000,103000,2025-07-28,False,True,True,True
JOB_00083,Junior Data Analyst,Enterprise (5000+),OH,OH,Entry,Remote,39000,47000,43000,2025-08-11,True,True,True,True
JOB_00084,Data Analyst,Large (1000-5000),CT,CT,Senior,Onsite,84000,102000,93000,2025-09-28,True,False,True,False
JOB_00085,Junior Data Analyst,Medium (200-1000),FL,FL,Entry,Onsite,54000,66000,60000,2025-09-03,True,True,False,True
JOB_00086,Data Analyst II,Medium (200-1000),CA,CA,Mid,Remote,87000,107000,97000,2025-10-05,True,True,False,True
JOB_00087,Data Analyst II,Medium (200-1000),CA,CA,Entry,Remote,73000,89000,81000,2025-08-01,True,True,False,True
JOB_00088,Business Analyst,Large (1000-5000),AL,AL,Mid,Remote,76000,92000,84000,2025-10-02,True,True,False,True
JOB_00089,Financial Data Analyst,Enterprise (5000+),NY,NY,Senior,Remote,122000,148000,135000,2025-10-04,False,False,False,True
JOB_00090,Operations Analyst,Medium (200-1000),CA,CA,Mid,Onsite,86000,105000,95000,2025-09-26,False,True,True,True
JOB_00091,Data Analyst I,Medium (200-1000),GA,GA,Mid,Hybrid,76000,94000,85000,2025-07-20,False,True,True,False
JOB_00092,Financial Data Analyst,Large (1000-5000),CA,CA,Entry,Onsite,66000,80000,73000,2025-08-03,True,False,False,True
JOB_00093,Data Analyst I,Small (50-200),IL,IL,Mid,Remote,51000,63000,57000,2025-09-09,True,False,True,True
JOB_00094,Operations Analyst,Enterprise (5000+),PA,PA,Entry,Onsite,47000,57000,52000,2025-07-27,False,False,True,True
JOB_00095,Marketing Data Analyst,Large (1000-5000),OH,OH,Mid,Remote,57000,69000,63000,2025-09-15,True,False,False,True
JOB_00096,Operations Analyst,Large (1000-5000),RI,RI,Senior,Onsite,93000,113000,103000,2025-07-16,True,True,True,True
JOB_00097,Data Analyst II,Large (1000-5000),GA,GA,Mid,Onsite,78000,96000,87000,2025-09-03,True,True,True,True
JOB_00098,Marketing Data Analyst,Small (50-200),KY,KY,Entry,Hybrid,41000,51000,46000,2025-07-19,True,False,True,False
JOB_00099,Junior Data Analyst,Medium (200-1000),LA,LA,Senior,Onsite,59000,73000,66000,2025-08-17,True,False,False,True
JOB_00100,Operations Analyst,Enterprise (5000+),CA,CA,Senior,Onsite,105000,129000,117000,2025-08-16,True,False,True,True
JOB_00101,Business Analyst,Enterprise (5000+),UT,UT,Mid,Onsite,58000,72000,65000,2025-09-11,False,False,False,False
JOB_00102,Data Analyst II,Medium (200-1000),IL,IL,Entry,Onsite,59000,73000,66000,2025-10-04,True,False,True,True
JOB_00103,Junior Data Analyst,Small (50-200),NY,NY,Mid,Onsite,87000,107000,97000,2025-10-10,False,True,False,True
JOB_00104,Business Intelligence Analyst,Large (1000-5000),WA,WA,Mid,Hybrid,73000,89000,81000,2025-08-03,False,True,True,True
JOB_00105,Data Analyst II,Medium (200-1000),WA,WA,Mid,Onsite,89000,109000,99000,2025-07-29,True,False,False,True
JOB_00106,Data Analyst II,Startup (<50),OH,OH,Entry,Remote,58000,72000,65000,2025-10-12,True,False,False,False
JOB_00107,Business Analyst,Medium (200-1000),FL,FL,Mid,Hybrid,62000,76000,69000,2025-07-14,True,False,False,True
JOB_00108,Data Analyst,Medium (200-1000),MA,MA,Mid,Hybrid,89000,109000,99000,2025-09-13,True,False,False,True
JOB_00109,Business Analyst,Enterprise (5000+),OR,OR,Senior,Remote,74000,90000,82000,2025-10-08,True,True,False,False
JOB_00110,Junior Data Analyst,Small (50-200),IL,IL,Senior,Hybrid,98000,120000,109000,2025-10-03,True,True,True,True
JOB_00111,Operations Analyst,Startup (<50),NC,NC,Entry,Remote,55000,67000,61000,2025-09-12,True,True,False,True
JOB_00112,Senior Data Analyst,Medium (200-1000),NY,NY,Mid,Onsite,71000,87000,79000,2025-07-19,True,False,False,True
JOB_00113,Financial Data Analyst,Startup (<50),VA,VA,Entry,Remote,51000,63000,57000,2025-09-15,True,True,False,False
JOB_00114,Operations Analyst,Medium (200-1000),NY,NY,Entry,Remote,58000,70000,64000,2025-09-26,True,True,True,False
JOB_00115,Business Intelligence Analyst,Medium (200-1000),NY,NY,Mid,Hybrid,76000,92000,84000,2025-07-31,True,False,True,True
JOB_00116,Financial Data Analyst,Small (50-200),OR,OR,Senior,Remote,103000,125000,114000,2025-09-11,True,True,True,False
JOB_00117,Financial Data Analyst,Small (50-200),MN,MN,Mid,Remote,69000,85000,77000,2025-08-21,True,False,True,False
JOB_00118,Data Analyst II,Large (1000-5000),GA,GA,Mid,Hybrid,44000,54000,49000,2025-09-30,False,True,False,False
JOB_00119,Business Analyst,Large (1000-5000),CA,CA,Entry,Onsite,94000,114000,104000,2025-07-20,True,True,True,True
JOB_00120,Marketing Data Analyst,Small (50-200),CA,CA,Mid,Hybrid,102000,124000,113000,2025-08-28,True,False,True,False
JOB_00121,Marketing Data Analyst,Small (50-200),TX,TX,Mid,Remote,66000,80000,73000,2025-08-21,True,False,False,True
JOB_00122,Financial Data Analyst,Medium (200-1000),CA,CA,Senior,Hybrid,99000,121000,110000,2025-10-06,True,True,False,False
JOB_00123,Business Analyst,Medium (200-1000),AZ,AZ,Mid,Remote,84000,102000,93000,2025-10-05,True,False,False,True
JOB_00124,Marketing Data Analyst,Small (50-200),IL,IL,Entry,Remote,61000,75000,68000,2025-08-30,True,True,True,True
JOB_00125,Business Analyst,Enterprise (5000+),NC,NC,Mid,Hybrid,53000,65000,59000,2025-09-11,False,True,True,False
JOB_00126,Data Analyst II,Small (50-200),CA,CA,Entry,Remote,73000,89000,81000,2025-09-18,True,True,True,False
JOB_00127,Operations Analyst,Large (1000-5000),NY,NY,Entry,Remote,66000,80000,73000,2025-08-16,True,False,True,True
JOB_00128,Data Analyst I,Small (50-200),FL,FL,Senior,Remote,79000,97000,88000,2025-08-19,True,True,True,True
JOB_00129,Data Analyst I,Small (50-200),LA,LA,Senior,Onsite,84000,102000,93000,2025-09-07,True,True,True,True
JOB_00130,Financial Data Analyst,Small (50-200),TN,TN,Mid,Hybrid,52000,64000,58000,2025-09-11,False,False,False,True
JOB_00131,Business Analyst,Medium (200-1000),AZ,AZ,Entry,Remote,39000,47000,43000,2025-08-17,True,True,True,True
JOB_00132,Operations Analyst,Medium (200-1000),CA,CA,Mid,Remote,90000,110000,100000,2025-09-30,False,True,True,True
JOB_00133,Data Analyst,Startup (<50),CA,CA,Mid,Hybrid,76000,92000,84000,2025-07-21,True,True,False,True
JOB_00134,Operations Analyst,Large (1000-5000),CA,CA,Senior,Remote,114000,140000,127000,2025-10-11,True,False,False,True
JOB_00135,Business Analyst,Medium (200-1000),NY,NY,Mid,Onsite,52000,64000,58000,2025-09-12,True,True,True,True
JOB_00136,Data Analyst I,Enterprise (5000+),FL,FL,Senior,Onsite,76000,92000,84000,2025-08-21,True,False,True,False
JOB_00137,Financial Data Analyst,Small (50-200),CA,CA,Mid,Onsite,86000,106000,96000,2025-08-12,False,True,False,True
JOB_00138,Data Analyst II,Large (1000-5000),PA,PA,Senior,Remote,94000,114000,104000,2025-08-22,True,True,True,True
JOB_00139,Data Analyst,Large (1000-5000),NY,NY,Entry,Remote,68000,84000,76000,2025-09-21,True,False,False,False
JOB_00140,Marketing Data Analyst,Large (1000-5000),FL,FL,Senior,Hybrid,115000,141000,128000,2025-10-12,False,True,False,True
JOB_00141,Marketing Data Analyst,Small (50-200),IL,IL,Mid,Hybrid,74000,90000,82000,2025-09-09,True,False,True,True
JOB_00142,Financial Data Analyst,Medium (200-1000),NY,NY,Senior,Hybrid,143000,175000,159000,2025-09-06,True,True,False,True
JOB_00143,Marketing Data Analyst,Enterprise (5000+),RI,RI,Mid,Remote,52000,64000,58000,2025-07-15,True,True,False,True
JOB_00144,Operations Analyst,Medium (200-1000),CA,CA,Mid,Onsite,100000,122000,111000,2025-07-20,True,True,False,True
JOB_00145,Financial Data Analyst,Small (50-200),NJ,NJ,Mid,Remote,92000,112000,102000,2025-09-23,True,True,True,True
JOB_00146,Data Analyst II,Large (1000-5000),CA,CA,Mid,Onsite,75000,91000,83000,2025-09-05,True,True,False,False
JOB_00147,Data Analyst II,Large (1000-5000),TX,TX,Senior,Remote,94000,116000,105000,2025-10-05,False,True,False,True
JOB_00148,Business Intelligence Analyst,Large (1000-5000),MN,MN,Entry,Remote,46000,56000,51000,2025-08-04,True,True,False,False
JOB_00149,Data Analyst,Medium (200-1000),OH,OH,Mid,Onsite,55000,67000,61000,2025-09-02,False,True,False,True
JOB_00150,Data Analyst,Medium (200-1000),NY,NY,Senior,Hybrid,93000,113000,103000,2025-10-06,True,True,True,True
JOB_00151,Business Intelligence Analyst,Medium (200-1000),IL,IL,Senior,Remote,140000,170000,155000,2025-08-12,True,True,True,True
JOB_00152,Operations Analyst,Medium (200-1000),CA,CA,Senior,Onsite,118000,144000,131000,2025-08-06,True,True,True,True
JOB_00153,Data Analyst I,Small (50-200),OH,OH,Senior,Onsite,107000,131000,119000,2025-10-05,False,True,True,False
JOB_00154,Operations Analyst,Enterprise (5000+),IL,IL,Mid,Onsite,86000,106000,96000,2025-10-02,True,True,True,True
JOB_00155,Data Analyst I,Large (1000-5000),IL,IL,Entry,Onsite,55000,67000,61000,2025-10-04,True,False,True,True
JOB_00156,Business Intelligence Analyst,Small (50-200),PA,PA,Mid,Remote,83000,101000,92000,2025-10-04,True,False,True,True
JOB_00157,Data Analyst II,Small (50-200),MN,MN,Entry,Remote,60000,74000,67000,2025-08-22,False,True,False,True
JOB_00158,Business Analyst,Medium (200-1000),TX,TX,Mid,Onsite,70000,86000,78000,2025-08-01,False,True,False,False
JOB_00159,Data Analyst II,Small (50-200),NY,NY,Mid,Remote,52000,64000,58000,2025-07-30,True,True,False,False
JOB_00160,Business Intelligence Analyst,Medium (200-1000),RI,RI,Mid,Hybrid,65000,79000,72000,2025-10-07,True,False,False,False
JOB_00161,Business Intelligence Analyst,Enterprise (5000+),CA,CA,Mid,Remote,86000,106000,96000,2025-10-02,True,True,True,True
JOB_00162,Marketing Data Analyst,Medium (200-1000),CA,CA,Senior,Hybrid,98000,120000,109000,2025-07-20,False,True,False,True
JOB_00163,Business Intelligence Analyst,Large (1000-5000),CA,CA,Mid,Remote,82000,100000,91000,2025-08-01,True,True,False,True
JOB_00164,Operations Analyst,Startup (<50),CA,CA,Mid,Hybrid,80000,98000,89000,2025-09-02,True,False,False,True
JOB_00165,Senior Data Analyst,Medium (200-1000),AZ,AZ,Mid,Hybrid,78000,96000,87000,2025-09-16,False,False,True,True
JOB_00166,Junior Data Analyst,Enterprise (5000+),CA,CA,Entry,Onsite,44000,54000,49000,2025-09-12,True,True,False,False
JOB_00167,Senior Data Analyst,Medium (200-1000),FL,FL,Entry,Onsite,55000,67000,61000,2025-08-23,True,True,False,False
JOB_00168,Data Analyst I,Medium (200-1000),CA,CA,Entry,Remote,80000,98000,89000,2025-07-19,True,False,False,False
JOB_00169,Senior Data Analyst,Small (50-200),CA,CA,Entry,Onsite,52000,64000,58000,2025-08-15,True,True,True,True
JOB_00170,Junior Data Analyst,Large (1000-5000),CA,CA,Entry,Onsite,71000,87000,79000,2025-10-03,True,True,False,True
JOB_00171,Data Analyst,Small (50-200),CT,CT,Mid,Onsite,86000,105000,95000,2025-08-15,True,False,False,False
JOB_00172,Business Intelligence Analyst,Startup (<50),CA,CA,Entry,Remote,64000,78000,71000,2025-08-01,True,True,False,False
JOB_00173,Business Analyst,Large (1000-5000),NY,NY,Mid,Hybrid,77000,95000,86000,2025-10-03,True,True,False,False
JOB_00174,Operations Analyst,Small (50-200),NY,NY,Mid,Hybrid,98000,120000,109000,2025-09-15,True,True,True,True
JOB_00175,Operations Analyst,Medium (200-1000),GA,GA,Mid,Hybrid,70000,86000,78000,2025-09-09,False,False,True,False
JOB_00176,Data Analyst I,Medium (200-1000),CO,CO,Entry,Onsite,55000,67000,61000,2025-08-29,True,True,True,True
JOB_00177,Business Analyst,Startup (<50),NJ,NJ,Mid,Hybrid,83000,101000,92000,2025-09-11,True,False,True,True
JOB_00178,Junior Data Analyst,Large (1000-5000),NC,NC,Entry,Remote,39000,47000,43000,2025-09-06,True,True,True,False
JOB_00179,Data Analyst I,Small (50-200),KY,KY,Mid,Remote,63000,77000,70000,2025-08-17,True,False,True,True
JOB_00180,Operations Analyst,Large (1000-5000),TX,TX,Mid,Onsite,59000,73000,66000,2025-07-14,False,False,True,True
JOB_00181,Senior Data Analyst,Enterprise (5000+),NY,NY,Entry,Remote,68000,82000,75000,2025-07-26,True,True,False,True
JOB_00182,Operations Analyst,Enterprise (5000+),GA,GA,Mid,Remote,80000,98000,89000,2025-10-11,True,True,False,True
JOB_00183,Operations Analyst,Startup (<50),IL,IL,Mid,Hybrid,79000,97000,88000,2025-09-04,False,False,True,True
JOB_00184,Business Analyst,Small (50-200),CA,CA,Mid,Remote,80000,98000,89000,2025-09-25,True,False,True,True
JOB_00185,Senior Data Analyst,Small (50-200),TX,TX,Mid,Onsite,59000,73000,66000,2025-09-28,True,True,False,True
JOB_00186,Business Analyst,Small (50-200),VA,VA,Senior,Onsite,134000,164000,149000,2025-08-03,False,False,False,True
JOB_00187,Data Analyst I,Startup (<50),CA,CA,Entry,Hybrid,91000,111000,101000,2025-09-08,True,True,True,False
JOB_00188,Senior Data Analyst,Startup (<50),TX,TX,Mid,Remote,72000,88000,80000,2025-07-27,True,True,False,True
JOB_00189,Data Analyst II,Medium (200-1000),MI,MI,Mid,Onsite,69000,85000,77000,2025-08-30,True,False,True,False
JOB_00190,Data Analyst II,Medium (200-1000),MN,MN,Mid,Remote,66000,80000,73000,2025-07-17,False,True,False,True
JOB_00191,Senior Data Analyst,Startup (<50),FL,FL,Entry,Onsite,48000,58000,53000,2025-08-09,True,True,False,True
JOB_00192,Financial Data Analyst,Large (1000-5000),NY,NY,Mid,Onsite,91000,111000,101000,2025-09-10,True,False,True,True
JOB_00193,Data Analyst,Large (1000-5000),MN,MN,Mid,Onsite,68000,82000,75000,2025-10-01,False,False,False,True
JOB_00194,Marketing Data Analyst,Startup (<50),NY,NY,Senior,Onsite,84000,102000,93000,2025-09-07,True,False,True,False
JOB_00195,Data Analyst,Medium (200-1000),OH,OH,Senior,Remote,74000,90000,82000,2025-10-12,True,False,False,True
JOB_00196,Junior Data Analyst,Medium (200-1000),IN,IN,Senior,Onsite,95000,117000,106000,2025-09-26,True,False,False,False
JOB_00197,Senior Data Analyst,Large (1000-5000),OR,OR,Senior,Remote,101000,123000,112000,2025-09-22,True,True,False,True
JOB_00198,Financial Data Analyst,Medium (200-1000),NY,NY,Entry,Remote,60000,74000,67000,2025-08-03,True,True,True,False
JOB_00199,Marketing Data Analyst,Small (50-200),TX,TX,Mid,Remote,88000,108000,98000,2025-08-02,False,True,False,True
JOB_00200,Data Analyst,Medium (200-1000),TX,TX,Mid,Onsite,71000,87000,79000,2025-09-28,True,True,False,True
JOB_00201,Business Analyst,Startup (<50),NY,NY,Entry,Onsite,63000,77000,70000,2025-07-16,True,False,False,True
JOB_00202,Data Analyst I,Small (50-200),MO,MO,Mid,Onsite,69000,85000,77000,2025-08-04,True,True,True,True
JOB_00203,Data Analyst,Medium (200-1000),CO,CO,Mid,Hybrid,70000,86000,78000,2025-08-26,True,True,True,True
JOB_00204,Business Intelligence Analyst,Startup (<50),IL,IL,Mid,Remote,92000,112000,102000,2025-08-03,True,False,False,True
JOB_00205,Data Analyst I,Small (50-200),FL,FL,Entry,Remote,50000,62000,56000,2025-08-18,True,True,False,True
JOB_00206,Data Analyst I,Enterprise (5000+),FL,FL,Mid,Remote,69000,85000,77000,2025-10-07,True,True,True,False
JOB_00207,Senior Data Analyst,Large (1000-5000),AZ,AZ,Entry,Hybrid,50000,61000,55000,2025-08-27,False,True,False,False
JOB_00208,Data Analyst,Small (50-200),GA,GA,Entry,Onsite,55000,67000,61000,2025-08-28,True,False,True,True
JOB_00209,Data Analyst II,Medium (200-1000),MO,MO,Mid,Onsite,54000,66000,60000,2025-07-17,True,True,True,True
JOB_00210,Data Analyst II,Small (50-200),NY,NY,Entry,Onsite,58000,70000,64000,2025-07-19,True,True,True,True
JOB_00211,Business Analyst,Enterprise (5000+),CA,CA,Senior,Onsite,140000,172000,156000,2025-08-28,False,True,False,False
JOB_00212,Operations Analyst,Small (50-200),OH,OH,Entry,Onsite,42000,52000,47000,2025-08-21,False,True,False,True
JOB_00213,Business Intelligence Analyst,Medium (200-1000),NY,NY,Mid,Hybrid,76000,94000,85000,2025-09-23,True,True,False,True
JOB_00214,Data Analyst II,Large (1000-5000),NJ,NJ,Senior,Onsite,98000,120000,109000,2025-09-22,True,False,True,True
JOB_00215,Data Analyst I,Medium (200-1000),NC,NC,Mid,Remote,55000,67000,61000,2025-08-21,True,True,False,True
JOB_00216,Data Analyst,Small (50-200),OH,OH,Mid,Remote,58000,72000,65000,2025-09-20,True,True,True,True
JOB_00217,Junior Data Analyst,Medium (200-1000),VA,VA,Entry,Onsite,74000,90000,82000,2025-08-21,False,False,True,True
JOB_00218,Data Analyst II,Medium (200-1000),CT,CT,Mid,Onsite,72000,88000,80000,2025-09-08,True,False,True,True
JOB_00219,Data Analyst I,Medium (200-1000),TX,TX,Senior,Onsite,105000,129000,117000,2025-07-15,True,True,True,True
